x,xest,xerror,p,z,K,var_q,var_r
101.49495851238431,98.0376,68.35287449623242,100.02000000000164,nan,nan,0.040000000000000015,0.040000000000000015
101.49495851238431,101.16795498441851,3.5014341188527336,2.982229558212278,nan,0.63990274991514,0.040000000000000015,0.040000000000000015
98.809077250561,98.0376,70.88511020740596,400.0800000000066,nan,nan,0.16000000000000006,0.040000000000000015
98.809077250561,99.42182978007585,5.513106281434136,11.367489294693202,nan,0.8383525512861582,0.16000000000000006,0.040000000000000015
98.98599796609054,98.0376,63.298768930116914,625.125,nan,nan,0.25,0.040000000000000015
98.98599796609054,98.46302705140162,7.4281074423657385,17.007382396561304,nan,0.8845199796411074,0.25,0.040000000000000015
99.23075133406215,98.0376,71.86448775943867,1225.2450000000044,nan,nan,0.49,0.040000000000000015
99.23075133406215,99.64619665072617,8.947696278044509,31.279309237900154,nan,0.9344874575062795,0.49,0.040000000000000015
101.49495851238431,98.0376,68.35287449623242,100.02000000000164,nan,nan,0.040000000000000015,0.08999999999999998
101.49495851238431,100.87317491966327,3.8224431583086647,3.000974045782015,nan,0.5134504368186125,0.040000000000000015,0.08999999999999998
98.809077250561,98.0376,70.88511020740596,400.0800000000066,nan,nan,0.16000000000000006,0.08999999999999998
98.809077250561,99.416553866383,5.502696896856348,11.399013567030558,nan,0.7307912347296833,0.16000000000000006,0.08999999999999998
98.98599796609054,98.0376,63.298768930116914,625.125,nan,nan,0.25,0.08999999999999998
98.98599796609054,98.45139030316203,7.458167424228294,17.042840105250686,nan,0.7943899661578542,0.25,0.08999999999999998
99.23075133406215,98.0376,71.86448775943867,1225.2450000000044,nan,nan,0.49,0.08999999999999998
99.23075133406215,99.64476260988934,8.956615080602793,31.319899249810714,nan,0.8728932140970789,0.49,0.08999999999999998
101.49495851238431,98.0376,68.35287449623242,100.02000000000164,nan,nan,0.040000000000000015,0.16000000000000006
101.49495851238431,100.90963199451127,3.8106779922638614,3.02058627734908,nan,0.4324081564331957,0.040000000000000015,0.16000000000000006
98.809077250561,98.0376,70.88511020740596,400.0800000000066,nan,nan,0.16000000000000006,0.16000000000000006
98.809077250561,98.87359790576342,4.963846053908641,11.434414265334723,nan,0.6421170501878529,0.16000000000000006,0.16000000000000006
98.98599796609054,98.0376,63.298768930116914,625.125,nan,nan,0.25,0.16000000000000006
98.98599796609054,98.21195000608749,7.717869900254239,17.083926048318798,nan,0.7127073399492287,0.25,0.16000000000000006
99.23075133406215,98.0376,71.86448775943867,1225.2450000000044,nan,nan,0.49,0.16000000000000006
99.23075133406215,99.64635772708401,8.972117992089803,31.369469266325385,nan,0.8088721881310184,0.49,0.16000000000000006
101.49495851238431,98.0376,68.35287449623242,100.02000000000164,nan,nan,0.040000000000000015,0.6400000000000002
101.49495851238431,101.46303426637822,3.3343119633203364,3.102970479492892,nan,0.28560731047876065,0.040000000000000015,0.6400000000000002
98.809077250561,98.0376,70.88511020740596,400.0800000000066,nan,nan,0.16000000000000006,0.6400000000000002
98.809077250561,98.8845550483475,5.018623214881477,11.59060921827204,nan,0.43604025778010613,0.16000000000000006,0.6400000000000002
98.98599796609054,98.0376,63.298768930116914,625.125,nan,nan,0.25,0.6400000000000002
98.98599796609054,98.6933336715939,7.335090396020806,17.2710637640789,nan,0.4999273226506108,0.25,0.6400000000000002
99.23075133406215,98.0376,71.86448775943867,1225.2450000000044,nan,nan,0.49,0.6400000000000002
99.23075133406215,99.66868233882504,9.071885761650483,31.611543769640203,nan,0.6054286794435405,0.49,0.6400000000000002
